,text,labels,split
42,"gaba involvement in naloxone induced reversal of respiratory paralysis produced by thiopental . no agent is yet available to reverse respiratory paralysis produced by cns depressants , such as general anesthetics . in this study naloxone reversed respiratory paralysis induced by thiopental in rats . 25 mg / kg , i.v . thiopental produced anesthesia without altering respiratory rate , increased gaba , decreased glutamate , and had no effect on aspartate or glycine levels compared to controls in rat cortex and brain stem . pretreatment of rats with thiosemicarbazide for 30 minutes abolished the anesthetic action as well as the respiratory depressant action of thiopental . 50 mg / kg , i.v . thiopental produced respiratory arrest with further increase in gaba and decrease in glutamate again in cortex and brain stem without affecting any of the amino acids studied in four regions of rat brain . naloxone ( 2.5 mg / kg , i.v . ) reversed respiratory paralysis , glutamate and gaba levels to control values in brain stem and cortex with no changes in caudate or cerebellum . these data suggest naloxone reverses respiratory paralysis produced by thiopental and involves gaba in its action .","I-CH,O,O,I-CH,O,O,O,I-DI,I-DI,O,O,I-CH,O,O,O,O,O,O,O,O,I-DI,I-DI,O,O,O,O,O,O,O,O,O,O,O,O,O,I-CH,O,I-DI,I-DI,O,O,I-CH,O,O,O,O,O,O,O,O,O,O,I-CH,O,O,O,O,O,O,O,O,I-CH,O,O,I-CH,O,O,O,O,O,O,I-CH,O,I-CH,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,I-CH,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,I-CH,O,O,O,O,O,O,O,O,I-CH,O,I-DI,I-DI,O,O,O,O,I-CH,O,O,O,I-CH,O,O,O,O,O,O,O,O,O,O,O,I-CH,I-CH,O,O,O,O,O,O,O,O,I-CH,O,O,O,O,O,O,O,O,O,O,I-DI,I-DI,O,I-CH,O,I-CH,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,I-CH,O,I-DI,I-DI,O,O,I-CH,O,O,I-CH,O,O,O,O",dev
43,"fatal excited delirium following cocaine use : epidemiologic findings provide new evidence for mechanisms of cocaine toxicity . we describe an outbreak of deaths from cocaine - induced excited delirium ( edds ) in dade county , florida between 1979 and 1990 . from a registry of all cocaine - related deaths in dade county , florida , from 1969 - 1990 , 58 edds were compared with 125 victims of accidental cocaine overdose without excited delirium . compared with controls , edds were more frequently black , male , and younger . they were less likely to have a low body mass index , and more likely to have died in police custody , to have received medical treatment immediately before death , to have survived for a longer period , to have developed hyperthermia , and to have died in summer months . edds had concentrations of cocaine and benzoylecgonine in autopsy blood that were similar to those for controls . the epidemiologic findings are most consistent with the hypothesis that chronic cocaine use disrupts dopaminergic function and , when coupled with recent cocaine use , may precipitate agitation , delirium , aberrant thermoregulation , rhabdomyolysis , and sudden death .","O,O,I-DI,O,I-CH,O,O,O,O,O,O,O,O,O,O,I-CH,I-DI,O,O,O,O,O,O,O,O,I-CH,O,O,O,I-DI,O,I-DI,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,I-CH,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,I-DI,O,O,O,O,O,O,O,I-CH,I-DI,O,O,I-DI,O,O,O,O,O,I-DI,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,I-DI,O,O,O,O,O,O,O,O,O,I-DI,O,O,O,I-CH,O,I-CH,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,I-CH,O,O,O,O,O,O,O,O,O,O,I-CH,O,O,O,O,I-DI,O,I-DI,O,O,O,O,I-DI,O,O,I-DI,I-DI,O",dev
44,"acute insulin treatment normalizes the resistance to the cardiotoxic effect of isoproterenol in streptozotocin diabetic rats . a morphometric study of isoproterenol induced myocardial fibrosis . the acute effect of insulin treatment on the earlier reported protective effect of streptozotocin diabetes against the cardiotoxic effect of high doses of isoproterenol ( iso ) was investigated in rats . thirty to 135 min after the injection of crystalline insulin , iso was given subcutaneously and when iso induced fibrosis in the myocardium was morphometrically analyzed 7 days later , a highly significant correlation ( r = 0.83 , 2 p = 0.006 ) to the slope of the fall in blood glucose after insulin treatment appeared . the myocardial content of catecholamines was estimated in these 8 day diabetic rats . the norepinephrine content was significantly increased while epinephrine remained unchanged . an enhanced sympathetic nervous system activity with a consequent down regulation of the myocardial beta - adrenergic receptors could , therefore , explain this catecholamine resistance . the rapid reversion after insulin treatment excludes the possibility that streptozotocin in itself causes the iso resistance and points towards a direct insulin effect on myocardial catecholamine sensitivity in diabetic rats . the phenomenon described might elucidate pathogenetic mechanisms behind toxic myocardial cell degeneration and may possibly have relevance for acute cardiovascular complications in diabetic patients .","O,O,O,O,O,O,O,O,I-DI,O,O,I-CH,O,I-CH,I-DI,O,O,O,O,O,O,I-CH,O,O,I-DI,O,O,O,O,O,O,O,O,O,O,O,O,O,O,I-CH,I-DI,O,O,I-DI,O,O,O,O,O,I-CH,O,I-CH,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,I-CH,O,O,O,O,O,I-CH,O,I-DI,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,I-CH,O,O,O,O,O,O,O,O,O,I-CH,O,O,O,O,O,O,I-DI,O,O,O,I-CH,O,O,O,O,O,I-CH,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,I-CH,O,O,O,O,O,O,O,O,O,O,O,O,I-CH,O,O,O,O,I-CH,O,O,O,O,O,O,O,O,O,O,I-CH,O,O,I-DI,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,I-DI,O,O",test
45,"mechanisms underlying latent disease risk associated with early - life arsenic exposure : current research trends and scientific gaps . background : millions of individuals worldwide , particularly those living in rural and developing areas , are exposed to harmful levels of inorganic arsenic ( ias ) in their drinking water . inorganic as exposure during key developmental periods is associated with a variety of adverse health effects including those that are evident in adulthood . there is considerable interest in identifying the molecular mechanisms that relate early - life ias exposure to the development of these latent diseases , particularly in relationship to cancer . objectives : this work summarizes research on the molecular mechanisms that underlie the increased risk of cancer development in adulthood that is associated with early - life ias exposure . discussion : epigenetic reprogramming that imparts functional changes in gene expression , the development of cancer stem cells , and immunomodulation are plausible underlying mechanisms by which early - life ias exposure elicits latent carcinogenic effects . conclusions : evidence is mounting that relates early - life ias exposure and cancer development later in life . future research should include animal studies that address mechanistic hypotheses and studies of human populations that integrate early - life exposure , molecular alterations , and latent disease outcomes .","O,O,O,O,O,O,O,O,O,O,I-CH,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,I-CH,I-CH,O,I-CH,O,O,O,O,O,O,I-CH,I-CH,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,I-CH,O,O,O,O,O,O,O,O,O,O,O,O,O,I-DI,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,I-DI,O,O,O,O,O,O,O,O,O,O,I-CH,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,I-DI,O,O,O,O,O,O,O,O,O,O,O,O,O,O,I-CH,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,I-CH,O,O,I-DI,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O",test
46,"amiodarone - related pulmonary mass and unique membranous glomerulonephritis in a patient with valvular heart disease : diagnostic pitfall and new findings . amiodarone is an anti - arrhythmic drug for life - threatening tachycardia , but various adverse effects have been reported . reported herein is an autopsy case of valvular heart disease , in a patient who developed a lung mass ( 1.5 cm in diameter ) and proteinuria ( 2.76 g / day ) after treatment with amiodarone for a long time . the lung mass was highly suspected to be lung cancer on ct and positron emission tomography , but histologically the lesion was composed of lymphoplasmacytic infiltrates in alveolar walls and intra - alveolar accumulation of foamy macrophages containing characteristic myelinoid bodies , indicating that it was an amiodarone - related lesion . in addition , the lung tissue had unevenly distributed hemosiderin deposition , and abnormally tortuous capillaries were seen in the mass and in heavily hemosiderotic lung portions outside the mass . in the kidneys , glomeruli had membrane spikes , prominent swelling of podocytes and subepithelial deposits , which were sometimes large and hump - like . autoimmune diseases , viral hepatitis , malignant neoplasms or other diseases with a known relationship to membranous glomerulonephritis were not found . the present case highlights the possibility that differential diagnosis between an amiodarone - related pulmonary lesion and a neoplasm can be very difficult radiologically , and suggests that membranous glomerulonephritis might be another possible complication of amiodarone treatment .","I-CH,O,O,I-DI,I-DI,O,O,I-DI,I-DI,O,O,O,O,I-DI,I-DI,I-DI,O,O,O,O,O,O,O,I-CH,O,O,O,O,I-DI,O,O,O,O,O,I-DI,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,I-DI,I-DI,I-DI,O,O,O,O,O,O,O,I-DI,I-DI,O,O,O,O,O,O,O,I-DI,O,O,O,O,O,O,O,O,O,I-CH,O,O,O,O,O,O,I-DI,I-DI,O,O,O,O,O,I-DI,I-DI,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,I-CH,O,O,O,O,O,O,O,O,O,O,O,O,O,I-DI,O,O,O,O,O,O,O,O,O,O,O,O,O,O,I-DI,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,I-DI,I-DI,O,I-DI,I-DI,O,O,I-DI,O,O,O,O,O,O,O,O,I-DI,I-DI,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,I-CH,O,O,I-DI,I-DI,O,O,I-DI,O,O,O,O,O,O,O,O,O,I-DI,I-DI,O,O,O,O,O,O,I-CH,O,O",valid
47,"hemolytic - uremic syndrome associated with ingestion of quinine . hemolytic - uremic syndrome following quinine ingestion is a newly described phenomenon , with just two previous descriptions of 4 cases in the literature . we describe a 5th case . the reaction may be mediated by the presence of antibodies reactive against platelets in the presence of quinine . treatment has included use of plasma exchange , prednisone , aspirin , and dipyridamole . the patients have all regained some degree of renal function . however , it is unclear whether pharmacological treatment or spontaneous resolution is responsible for the improvement . quinine - associated hemolytic - uremic syndrome probably occurs more often than is recognized . it is important to recognize this reaction when it occurs and to avoid further quinine exposure , since the reaction seems to be recurrent .","I-DI,I-DI,I-DI,I-DI,O,O,O,O,I-CH,O,I-DI,I-DI,I-DI,I-DI,O,I-CH,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,I-CH,O,O,O,O,O,O,O,O,O,I-CH,O,I-CH,O,O,I-CH,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,I-CH,O,O,I-DI,I-DI,I-DI,I-DI,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,I-CH,O,O,O,O,O,O,O,O,O,O",dev
48,"fatal myeloencephalopathy due to accidental intrathecal vincristin administration : a report of two cases . we report on two fatal cases of accidental intrathecal vincristine instillation in a 5 - year old girl with recurrent acute lymphoblastic leucemia and a 57 - year old man with lymphoblastic lymphoma . the girl died seven days , the man four weeks after intrathecal injection of vincristine . clinically , the onset was characterized by the signs of opistothonus , sensory and motor dysfunction and ascending paralysis . histological and immunohistochemical investigations ( he - lfb , cd - 68 , neurofilament ) revealed degeneration of myelin and axons as well as pseudocystic transformation in areas exposed to vincristine , accompanied by secondary changes with numerous prominent macrophages . the clinical course and histopathological results of the two cases are presented . a review of all reported cases in the literature is given . a better controlled regimen for administering vincristine and intrathecal chemotherapy is recommended .","O,I-DI,O,O,O,O,I-CH,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,I-CH,O,O,O,O,O,O,O,O,O,O,I-DI,I-DI,I-DI,O,O,O,O,O,O,O,O,I-DI,I-DI,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,I-CH,O,O,O,O,O,O,O,O,O,O,O,I-DI,I-DI,I-DI,I-DI,I-DI,I-DI,O,O,I-DI,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,I-DI,I-DI,I-DI,I-DI,I-DI,O,O,O,I-DI,I-DI,O,O,O,O,I-CH,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,I-CH,O,O,O,O,O,O",train
49,"vasopressin in the treatment of milrinone - induced hypotension in severe heart failure . the use of phosphodiesterase inhibitors such as milrinone in the treatment of severe heart failure is frequently restricted because they cause vasodilation and hypotension . in patients with decompensated heart failure with hypotension after treatment with milrinone , low doses of vasopressin restored blood pressure without inhibiting the inotropic effect of milrinone .","I-CH,O,O,O,O,I-CH,O,O,I-DI,O,O,I-DI,I-DI,O,O,O,O,O,O,O,O,I-CH,O,O,O,O,O,I-DI,I-DI,O,O,O,O,O,O,O,O,I-DI,O,O,O,O,O,I-DI,I-DI,O,I-DI,O,O,O,I-CH,O,O,O,O,I-CH,O,O,O,O,O,O,O,O,O,I-CH,O",dev
50,"failure of ancrod in the treatment of heparin - induced arterial thrombosis . the morbidity and mortality associated with heparin - induced thrombosis remain high despite numerous empirical therapies . ancrod has been used successfully for prophylaxis against development of thrombosis in patients with heparin induced platelet aggregation who require brief reexposure to heparin , but its success in patients who have developed the thrombosis syndrome is not well defined . the authors present a case of failure of ancrod treatment in a patient with heparin - induced thrombosis .","O,O,O,O,O,O,O,I-CH,O,O,O,I-DI,O,O,O,O,O,O,O,I-CH,O,O,I-DI,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,I-DI,O,O,O,I-CH,O,I-DI,I-DI,O,O,O,O,O,I-CH,O,O,O,O,O,O,O,O,O,O,I-DI,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,I-CH,O,O,I-DI,O",dev
51,"enhanced bradycardia induced by beta - adrenoceptor antagonists in rats pretreated with isoniazid . high doses of isoniazid increase hypotension induced by vasodilators and change the accompanying reflex tachycardia to bradycardia , an interaction attributed to decreased synthesis of brain gamma - aminobutyric acid ( gaba ) . in the present study , the possible enhancement by isoniazid of bradycardia induced by beta - adrenoceptor antagonists was determined in rats anaesthetised with chloralose - urethane . isoniazid significantly increased bradycardia after propranolol , pindolol , labetalol and atenolol , as well as after clonidine , but not after hexamethonium or carbachol . enhancement was not observed in rats pretreated with methylatropine or previously vagotomised . these results are compatible with interference by isoniazid with gabaergic inhibition of cardiac parasympathetic tone . such interference could be exerted centrally , possibly at the nucleus ambiguus , or peripherally at the sinus node .","O,I-DI,O,O,O,O,O,O,O,O,O,O,I-CH,O,O,O,O,I-CH,O,I-DI,O,O,O,O,O,O,O,O,I-DI,O,I-DI,O,O,O,O,O,O,O,O,O,I-CH,I-CH,I-CH,I-CH,O,I-CH,O,O,O,O,O,O,O,O,O,O,O,I-CH,O,I-DI,O,O,O,O,O,O,O,O,O,O,O,O,I-CH,O,I-CH,O,I-CH,O,O,I-DI,O,I-CH,O,I-CH,O,I-CH,O,I-CH,O,O,O,O,O,I-CH,O,O,O,O,I-CH,O,I-CH,O,O,O,O,O,O,O,O,O,I-CH,O,O,O,O,O,O,O,O,O,O,O,I-CH,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O",dev
52,pulmonary hypertension after ibuprofen prophylaxis in very preterm infants . we report three cases of severe hypoxaemia after ibuprofen administration during a randomised controlled trial of prophylactic treatment of patent ductus arteriosus with ibuprofen in premature infants born at less than 28 weeks of gestation . echocardiography showed severely decreased pulmonary blood flow . hypoxaemia resolved quickly on inhaled nitric oxide therapy . we suggest that investigators involved in similar trials pay close attention to pulmonary pressure if hypoxaemia occurs after prophylactic administration of ibuprofen .,"I-DI,I-DI,O,I-CH,O,O,O,O,O,O,O,O,O,O,O,O,I-DI,O,I-CH,O,O,O,O,O,O,O,O,O,O,I-DI,I-DI,I-DI,O,I-CH,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,I-DI,O,O,O,O,I-CH,I-CH,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,I-DI,O,O,O,O,O,I-CH,O",valid
53,"effects of amine pretreatment on ketamine catatonia in pinealectomized or hypophysectomized animals . the present studies were designed to clarify the role of catecholamines and pineal idolamines on ketamine - induced catatonia in the intact , pinealectomized or hypophysectomized chick and rat . in the pinealectomized chick , pretreatment with dopamine increased the duration of catatonia ( doc ) after ketamine , but pretreatment with norepinephrine did not . the pineal indolamines exhibited mixed actions . serotonin and n - acetyl serotonin which augmented ketamine doc , did not do so in the absence of the pineal gland , whereas melatonin potentiated the ketamine doc in both the intact and pinealectomized chick . ketamine was more potent in the hypophysectomized chick and the circadian rhythm noted in the intact chick was absent ; furthermore , melatonin did not augment the ketamine doc whereas dopamine continued to do so . this study did not demonstrate a species difference regarding the role of the amines on the pineal in spite of the immature blood - brain barrier in the young chick and the intact barrier in the rat . in addition , these data indicate a direct role of the pituitary in the augmentation of ketamine doc induced by melatonin . furthermore , dopamine appeared to act on systems more closely involved with the induction of ketamine catatonia rather than directly on the pituitary .","O,O,I-CH,O,O,I-CH,I-DI,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,I-CH,O,O,O,O,I-CH,O,O,I-DI,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,I-CH,O,O,O,O,I-DI,O,O,O,O,I-CH,O,O,O,O,I-CH,O,O,O,O,O,O,O,O,O,O,I-CH,O,I-CH,I-CH,I-CH,I-CH,O,O,I-CH,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,I-CH,O,O,I-CH,O,O,O,O,O,O,O,O,O,I-CH,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,I-CH,O,O,O,O,I-CH,O,O,I-CH,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,I-CH,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,I-CH,O,O,O,I-CH,O,O,O,I-CH,O,O,O,O,O,O,O,O,O,O,O,O,I-CH,I-DI,O,O,O,O,O,O,O",dev
54,"aging process of epithelial cells of the rat prostate lateral lobe in experimental hyperprolactinemia induced by haloperidol . the aim of the study was to examine the influence of hyperprolactinemia , induced by haloperidol ( hal ) on age related morphology and function changes of epithelial cells in rat prostate lateral lobe . the study was performed on sexually mature male rats . serum concentrations of prolactin ( prl ) and testosterone ( t ) were measured . tissue sections were evaluated with light and electron microscopy . immunohistochemical reactions for anti - proliferating cell nuclear antigen ( pcna ) were performed . in rats of the experimental group , the mean concentration of : prl was more than twice higher , whereas t concentration was almost twice lower than that in the control group . light microscopy visualized the following : hypertrophy and epithelium hyperplasia of the glandular ducts , associated with increased pcna expression . electron microscopy revealed changes in columnar epithelial cells , concerning organelles , engaged in protein synthesis and secretion .","O,O,O,O,O,O,O,O,O,O,O,O,O,I-DI,O,O,I-CH,O,O,O,O,O,O,O,O,O,O,O,O,I-DI,O,O,O,I-CH,O,I-CH,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,I-CH,O,O,I-CH,O,I-CH,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,I-CH,O,O,O,O,O,O,O,I-CH,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,I-DI,O,O,I-DI,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O",dev
55,"peripheral neuropathy caused by high - dose cytosine arabinoside treatment in a patient with acute myeloid leukemia . the central nervous system toxicity of high - dose cytosine arabinoside is well recognized , but the toxicity of cytosine arabinoside in the peripheral nervous system has been infrequently reported . a 49 - year - old japanese man was diagnosed with acute myeloid leukemia . after he achieved complete remission , he received high - dose cytosine arabinoside treatment ( 2 g / m2 twice a day for 5 days ; total , 20 g / m2 ) as consolidation therapy . the first course of high - dose cytosine arabinoside resulted in no unusual symptoms , but on day 21 of the second course of treatment , the patient complained of numbness in his right foot . electromyogram and nerve - conduction studies showed peripheral neuropathy in both peroneal nerves . this neuropathy was gradually resolving ; however , after the patient received allogeneic bone marrow transplantation , the symptoms worsened , with the development of graft - versus - host disease , and the symptoms subsequently responded to methylprednisolone . although the mechanisms of peripheral neuropathy are still unclear , high - dose cytosine arabinoside is a therapy that is potentially toxic to the peripheral nervous system , and auto / alloimmunity may play an important role in these mechanisms .","I-DI,I-DI,O,O,O,O,O,I-CH,I-CH,O,O,O,O,O,I-DI,I-DI,I-DI,O,O,O,O,O,I-DI,O,O,O,O,I-CH,I-CH,O,O,O,O,O,O,I-DI,O,I-CH,I-CH,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,I-DI,I-DI,I-DI,O,O,O,O,O,O,O,O,O,O,O,O,I-CH,I-CH,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,I-CH,I-CH,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,I-DI,O,O,O,O,O,O,O,O,O,O,O,O,I-DI,I-DI,O,O,O,O,O,O,I-DI,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,I-DI,I-DI,I-DI,I-DI,I-DI,I-DI,O,O,O,O,O,O,O,I-CH,O,O,O,O,O,I-DI,I-DI,O,O,O,O,O,O,O,I-CH,I-CH,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O",dev
56,"recurrent dysphonia and acitretin . we report the case of a woman complaining of dysphonia while she was treated by acitretin . her symptoms totally regressed after drug withdrawal and reappeared when acitretin was reintroduced . to our knowledge , this is the first case of acitretin - induced dysphonia . this effect may be related to the pharmacological effect of this drug on mucous membranes .","O,I-DI,O,I-CH,O,O,O,O,O,O,O,O,O,O,I-DI,O,O,O,O,O,I-CH,O,O,O,O,O,O,O,O,O,O,O,I-CH,O,O,O,O,O,O,O,O,O,O,O,O,O,I-CH,O,O,I-DI,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O",train
57,"flurothyl seizure thresholds in mice treated neonatally with a single injection of monosodium glutamate ( msg ) : evaluation of experimental parameters in flurothyl seizure testing . monosodium glutamate ( msg ) administration to neonatal rodents produces convulsions and results in numerous biochemical and behavioral deficits . these studies were undertaken to determine if neonatal administration of msg produced permanent alterations in seizure susceptibility , since previous investigations were inconclusive . a flurothyl ether seizure screening technique was used to evaluate seizure susceptibility in adult mice that received neonatal injections of msg ( 4 mg / g and 1 mg / g ) . msg treatment resulted in significant reductions in whole brain weight but did not alter seizure threshold . a naloxone ( 5 mg / kg ) challenge was also ineffective in altering the seizure thresholds of either control of msg - treated mice . flurothyl ether produced hypothermia which was correlated with the duration of flurothyl exposure ; however , the relationship of hypothermia to seizure induction was unclear . flurothyl seizure testing proved to be a rapid and reliable technique with which to evaluate seizure susceptibility .","I-CH,I-DI,O,O,O,O,O,O,O,O,O,O,I-CH,I-CH,O,I-CH,O,O,O,O,O,O,O,I-CH,I-DI,O,O,I-CH,I-CH,O,I-CH,O,O,O,O,O,O,I-DI,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,I-CH,O,O,O,O,I-DI,O,O,O,O,O,O,O,O,O,I-CH,I-CH,I-DI,O,O,O,O,O,O,I-DI,O,O,O,O,O,O,O,O,O,I-CH,O,O,O,O,O,O,O,O,O,O,O,O,I-CH,O,O,O,O,O,O,O,O,O,O,O,O,O,I-DI,O,O,O,I-CH,O,O,O,O,O,O,O,O,O,O,O,O,O,I-DI,O,O,O,O,O,I-CH,O,O,O,O,I-CH,I-CH,O,I-DI,O,O,O,O,O,O,O,I-CH,O,O,O,O,O,O,O,I-DI,O,I-DI,O,O,O,O,I-CH,I-DI,O,O,O,O,O,O,O,O,O,O,O,O,O,I-DI,O,O",test
58,"a randomized comparison of labetalol and nitroprusside for induced hypotension . in a randomized study , labetalol - induced hypotension and nitroprusside - induced hypotension were compared in 20 patients ( 10 in each group ) scheduled for major orthopedic procedures . each patient was subjected to an identical anesthetic protocol and similar drug - induced reductions in mean arterial blood pressure ( bp ) ( 50 to 55 mmhg ) . nitroprusside infusion was associated with a significant ( p less than 0.05 ) increase in heart rate and cardiac output ; rebound hypertension was observed in three patients after discontinuation of nitroprusside . labetalol administration was not associated with any of these findings . arterial po2 decreased in both groups . it was concluded that labetalol offers advantages over nitroprusside .","O,O,O,O,I-CH,O,I-CH,O,O,I-DI,O,O,O,O,O,O,I-CH,O,O,I-DI,O,I-CH,O,O,I-DI,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,I-DI,I-DI,I-DI,I-DI,I-DI,I-DI,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,I-DI,I-DI,I-DI,I-DI,I-DI,I-DI,I-DI,O,O,I-DI,O,O,O,O,O,O,O,O,I-CH,O,I-CH,O,O,O,O,O,O,O,O,O,O,O,I-CH,O,O,O,O,O,O,O,O,O,I-CH,O,O,O,I-CH,O",train
59,"hepatocellular oxidant stress following intestinal ischemia - reperfusion injury . reperfusion of ischemic intestine results in acute liver dysfunction characterized by hepatocellular enzyme release into plasma , reduction in bile flow rate , and neutrophil sequestration within the liver . the pathophysiology underlying this acute hepatic injury is unknown . this study was undertaken to determine whether oxidants are associated with the hepatic injury and to determine the relative value of several indirect methods of assessing oxidant exposure in vivo . rats were subjected to a standardized intestinal ischemia - reperfusion injury . hepatic tissue was assayed for lipid peroxidation products and oxidized and reduced glutathione . there was no change in hepatic tissue total glutathione following intestinal ischemia - reperfusion injury . oxidized glutathione ( gssg ) increased significantly following 30 and 60 min of reperfusion . there was no increase in any of the products of lipid peroxidation associated with this injury . an increase in gssg within hepatic tissue during intestinal reperfusion suggests exposure of hepatocytes to an oxidant stress . the lack of a significant increase in products of lipid peroxidation suggests that the oxidant stress is of insufficient magnitude to result in irreversible injury to hepatocyte cell membranes . these data also suggest that the measurement of tissue gssg may be a more sensitive indicator of oxidant stress than measurement of products of lipid peroxidation .","O,O,O,O,O,I-DI,O,I-DI,I-DI,O,O,O,I-DI,O,O,O,O,I-DI,I-DI,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,I-DI,I-DI,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,I-DI,I-DI,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,I-DI,O,I-DI,I-DI,O,O,O,O,O,O,O,O,O,O,I-CH,I-CH,I-CH,I-CH,O,O,O,O,O,O,O,O,O,I-CH,O,O,I-DI,O,I-DI,I-DI,O,I-CH,I-CH,O,I-CH,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,I-CH,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,I-CH,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O",test
